source_controller,status,target_sources,tests,remaining
src/main/java/arisuinfo/cm/bbs/web/BbsUtztnTrmsController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/ContentController.java;src/main/java/com/example/permissiondemo/content/ContentService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,게시판별 전체 필드·조회수·팝업·시스템/유형별 약관 등 미완료
src/main/java/arisuinfo/cm/bsis/web/BankCdMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/ReferenceDataController.java;src/main/java/com/example/permissiondemo/common/ReferenceDataService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 추가 컬럼·조회조건·계산/연간 생성·출력 미완료; 테스트는 은행/매개변수 관계 중심
src/main/java/arisuinfo/cm/bsis/web/BasicChrMsgMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/ReferenceDataController.java;src/main/java/com/example/permissiondemo/common/ReferenceDataService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 추가 컬럼·조회조건·계산/연간 생성·출력 미완료; 테스트는 은행/매개변수 관계 중심
src/main/java/arisuinfo/cm/bsis/web/CdValMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/ReferenceDataController.java;src/main/java/com/example/permissiondemo/common/ReferenceDataService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,코드값 기본 CRUD 구현; 원본 조회조건·중복/삭제 정책별 동등성 검증 미완료
src/main/java/arisuinfo/cm/bsis/web/CgStdInfoMngController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/bsis/web/CmCdMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/CodeManagementController.java;src/main/java/com/example/permissiondemo/common/CommonCodeService.java,src/test/java/com/example/permissiondemo/authorization/CommonCodeServiceTest.java;src/test/java/com/example/permissiondemo/authorization/CommonCodeHierarchyTest.java,표시 플래그별 조회·원본 삭제 및 출력 계약 추가 확인 필요
src/main/java/arisuinfo/cm/bsis/web/CsCdMngController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/bsis/web/HgyeSmokArvMngController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/bsis/web/HolidayMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/ReferenceDataController.java;src/main/java/com/example/permissiondemo/common/ReferenceDataService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 추가 컬럼·조회조건·계산/연간 생성·출력 미완료; 테스트는 은행/매개변수 관계 중심
src/main/java/arisuinfo/cm/bsis/web/InsttCdMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/ReferenceDataController.java;src/main/java/com/example/permissiondemo/common/ReferenceDataService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 추가 컬럼·조회조건·계산/연간 생성·출력 미완료; 테스트는 은행/매개변수 관계 중심
src/main/java/arisuinfo/cm/bsis/web/OfficeMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/DirectoryController.java;src/main/java/com/example/permissiondemo/directory/DirectoryService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 전체 필드·특화 조회·참조 정책 미완료
src/main/java/arisuinfo/cm/bsis/web/PrintCnMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/PrintTextController.java;src/main/java/com/example/permissiondemo/common/PrintTextService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,묶음·순번·100자 문구·CM013/CM040 관계 구현; 원본 사업소 범위·보고서 적용 계약 미완료
src/main/java/arisuinfo/cm/bsis/web/PrmtMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/ReferenceDataController.java;src/main/java/com/example/permissiondemo/common/ReferenceDataService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 추가 컬럼·조회조건·계산/연간 생성·출력 미완료; 테스트는 은행/매개변수 관계 중심
src/main/java/arisuinfo/cm/bsis/web/WorkDayMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/ReferenceDataController.java;src/main/java/com/example/permissiondemo/common/ReferenceDataService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 추가 컬럼·조회조건·계산/연간 생성·출력 미완료; 테스트는 은행/매개변수 관계 중심
src/main/java/arisuinfo/cm/cmPop/web/AddrController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/cmPop/web/CmCdController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/cmPop/web/CmFileReqController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/cmPop/web/CmSmsSndngController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/hp/web/HpGuideMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/HelpGuideController.java;src/main/java/com/example/permissiondemo/content/HelpGuideService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,메뉴별 본문·첨부·전체 버전·열람 구현; 원본 도움말 구분·통계·팝업 계약 미완료
src/main/java/arisuinfo/cm/login/web/CustomErrorController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/login/web/LoginController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/main/web/IseMenuListController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/main/web/LogStreamController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/main/web/MainMngController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/myPage/web/JobAlrmController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/InboxController.java;src/main/java/com/example/permissiondemo/common/InboxService.java,src/test/java/com/example/permissiondemo/web/AuthorityWorkflowSecurityTest.java,신규 권한 심사/회수 알림만 구현; 원본 업무 알림 집계 미완료
src/main/java/arisuinfo/cm/myPage/web/JobProcHistController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/myPage/web/MkeyHistController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/myPage/web/UsrSchdulMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/PersonalScheduleController.java;src/main/java/com/example/permissiondemo/directory/PersonalScheduleService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 일정 코드·달력 표현과 전체 계약 미완료
src/main/java/arisuinfo/cm/oper/web/BatchMngController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/oper/web/BillFormHistController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/oper/web/CntcMngController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/oper/web/EltNtHstController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/oper/web/EltSanctnMngController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/oper/web/ExcDwnLogMngController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/oper/web/IssueMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/OperationWorkController.java;src/main/java/com/example/permissiondemo/operations/OperationWorkService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 상태 코드·특화 검색·출력·오류 등록 팝업·전용 업무 권한 미완료
src/main/java/arisuinfo/cm/oper/web/ProcSchdulMngController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/oper/web/TaskMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/OperationWorkController.java;src/main/java/com/example/permissiondemo/operations/OperationWorkService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 상태 코드·특화 검색·출력·오류 등록 팝업·전용 업무 권한 미완료
src/main/java/arisuinfo/cm/oper/web/UmsSndngHstController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/pdaImage/web/ImageUploadController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/cm/usr/web/JobChrgerMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/DirectoryController.java;src/main/java/com/example/permissiondemo/directory/DirectoryService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 전체 필드·특화 조회·참조 정책 미완료
src/main/java/arisuinfo/cm/usr/web/MyInfoController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/DirectoryController.java;src/main/java/com/example/permissiondemo/directory/LocalAccountService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 계정 체계·SSO 비밀번호 정책과의 대응 미완료
src/main/java/arisuinfo/cm/usr/web/UsrMngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/DirectoryController.java;src/main/java/com/example/permissiondemo/web/AuthorityWorkflowController.java;src/main/java/com/example/permissiondemo/web/AuthorityRevocationController.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java;src/test/java/com/example/permissiondemo/web/AuthorityWorkflowSecurityTest.java,SSO 조직·사업소별 범위·전체 사용자 필드·이력 처리 미완료
src/main/java/arisuinfo/cm/usr/web/UsrMntrngController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/SessionMonitorController.java;src/main/java/com/example/permissiondemo/security/SessionMonitorService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,현재 서버 세션만 구현; 원본 접속 모니터링 전체 항목 미완료
src/main/java/arisuinfo/cm/usr/web/UsrRgnController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/DirectoryController.java;src/main/java/com/example/permissiondemo/directory/DirectoryService.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java,원본 전체 필드·특화 조회·참조 정책 미완료
src/main/java/arisuinfo/com/batch/test/BatchTestController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/com/eltSanctn/web/EltSancReceiveController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/com/eltSanctn/web/EltSancRestController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/com/fileUpload/web/FileUploadController.java,PARTIAL,src/main/java/com/example/permissiondemo/web/ContentController.java;src/main/java/com/example/permissiondemo/content/AttachmentRepository.java;src/main/java/com/example/permissiondemo/content/AttachmentUse.java,src/test/java/com/example/permissiondemo/web/CommonWorkIntegrationTest.java;src/test/java/com/example/permissiondemo/storage/LocalPersistenceTest.java,게시판/운영 첨부 구현; 원본 업무별 파일 연결 및 외부 저장 계약 미완료
src/main/java/arisuinfo/com/message/web/MessageController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/com/rest/web/OxmController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/com/rest/web/RestfulController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/com/rest/web/WebServiceController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/com/util/web/QrCodeController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/com/util/web/VoiceEyeController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/com/web/BaseController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/com/web/MessageUtilController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/common/clipreport/web/ClipReportController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
src/main/java/arisuinfo/common/sse/web/CmSseController.java,NOT_MAPPED,,,대응 구현·동등성 검증 필요
